post_id,slug,topic,category,primary_finance_product,audience,awareness_stage,objective,website_source,suggested_filename,image_disclaimer
ALP-155,circumstances-change-mid-application,What Happens If Your Circumstances Change Mid-Application?,Broker and Process Education,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,Explain how to handle a change in circumstances during an active application.,,ALP-155_circumstances-change-mid-application,General information only. Credit subject to lender assessment and approval criteria.
ALP-156,compare-multiple-loan-offers-side-by-side,How to Compare Multiple Loan Offers Side by Side,Broker and Process Education,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,Give a practical framework for comparing more than one loan offer.,,ALP-156_compare-multiple-loan-offers-side-by-side,General information only. Credit subject to lender assessment and approval criteria.
ALP-157,what-a-broker-can-and-cant-do,What a Broker Can and Can't Do for You,Broker and Process Education,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,unaware,Set honest expectations about the scope of a broker's role.,,ALP-157_what-a-broker-can-and-cant-do,General information only. Credit subject to lender assessment and approval criteria.
ALP-158,build-an-ongoing-relationship-with-your-broker,How to Build an Ongoing Relationship With Your Broker,Broker and Process Education,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,"Frame the broker relationship as an ongoing resource, not a one-off transaction.",,ALP-158_build-an-ongoing-relationship-with-your-broker,General information only. Credit subject to lender assessment and approval criteria.
ALP-159,what-happens-at-settlement,What Happens at Settlement,Broker and Process Education,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,"Explain the settlement stage clearly, closing out the process education group.",,ALP-159_what-happens-at-settlement,General information only. Credit subject to lender assessment and approval criteria.
ALP-175,youve-just-won-a-big-contract,You've Just Won a Big Contract — Now What?,Scenario-Based,Working Capital Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Walk through the practical next steps after landing a large new contract.,,ALP-175_youve-just-won-a-big-contract,General information only. Credit subject to lender assessment and approval criteria.
ALP-176,customer-asked-for-60-day-terms,Your Best Customer Just Asked for 60-Day Terms,Scenario-Based,Invoice Finance,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,Address the scenario of a valuable customer requesting extended payment terms.,,ALP-176_customer-asked-for-60-day-terms,General information only. Credit subject to lender assessment and approval criteria.
ALP-177,key-equipment-just-broke-down,A Key Piece of Equipment Just Broke Down,Scenario-Based,Equipment Finance,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,"Address the scenario of urgent, unplanned equipment replacement.",,ALP-177_key-equipment-just-broke-down,General information only. Credit subject to lender assessment and approval criteria.
ALP-178,growing-faster-than-cash-flow-can-keep-up,You're Growing Faster Than Your Cash Flow Can Keep Up,Scenario-Based,Working Capital Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,Address the scenario of rapid growth outpacing available cash.,,ALP-178_growing-faster-than-cash-flow-can-keep-up,General information only. Credit subject to lender assessment and approval criteria.
ALP-179,busiest-season-about-to-start,Your Busiest Season Is About to Start,Scenario-Based,Business Line of Credit,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,Address the scenario of preparing finance ahead of a known seasonal peak.,,ALP-179_busiest-season-about-to-start,General information only. Credit subject to lender assessment and approval criteria.
ALP-180,bulk-discount-you-cant-quite-afford,You've Been Offered a Bulk Discount You Can't Quite Afford,Scenario-Based,Business Line of Credit,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Address the scenario of a time-limited supplier discount opportunity.,,ALP-180_bulk-discount-you-cant-quite-afford,General information only. Credit subject to lender assessment and approval criteria.
ALP-181,competitor-went-out-of-business-buy-assets,A Competitor Just Went Out of Business — Should You Buy Their Assets?,Scenario-Based,Equipment Finance,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Address the scenario of an opportunistic asset purchase from a failed competitor.,,ALP-181_competitor-went-out-of-business-buy-assets,General information only. Credit subject to lender assessment and approval criteria.
ALP-182,landlord-offered-bigger-space,Your Landlord Just Offered You a Bigger Space,Scenario-Based,Secured Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Address the scenario of an unplanned expansion opportunity via an existing landlord relationship.,,ALP-182_landlord-offered-bigger-space,General information only. Credit subject to lender assessment and approval criteria.
ALP-183,tax-bill-due-not-enough-cash,You've Got a Tax Bill Due and Not Enough Cash,Scenario-Based,ATO Tax Debt Finance,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,Address the scenario of an upcoming tax obligation exceeding available cash.,,ALP-183_tax-bill-due-not-enough-cash,General information only. Credit subject to lender assessment and approval criteria.
ALP-184,major-customer-90-days-overdue,A Major Customer Is 90 Days Overdue,Scenario-Based,Invoice Finance,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,Address the scenario of a significantly overdue invoice from an important customer.,,ALP-184_major-customer-90-days-overdue,General information only. Credit subject to lender assessment and approval criteria.
ALP-185,ready-to-hire-your-first-employee,You're Ready to Hire Your First Employee,Scenario-Based,Working Capital Loans,Sole traders; Solo business owners; First-time employers,solution-aware,Address the scenario of funding a first hire as a sole trader or small operator.,,ALP-185_ready-to-hire-your-first-employee,General information only. Credit subject to lender assessment and approval criteria.
ALP-186,business-outgrown-current-equipment,Your Business Has Outgrown Its Current Equipment,Scenario-Based,Equipment Finance,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Address the scenario of equipment becoming a genuine bottleneck to growth.,,ALP-186_business-outgrown-current-equipment,General information only. Credit subject to lender assessment and approval criteria.
ALP-187,asked-to-take-on-a-bigger-project,You've Been Asked to Take On a Project Bigger Than Usual,Scenario-Based,Working Capital Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Address the scenario of an outsized project opportunity relative to normal operations.,,ALP-187_asked-to-take-on-a-bigger-project,General information only. Credit subject to lender assessment and approval criteria.
ALP-188,supplier-wants-payment-upfront,Your Supplier Wants Payment Upfront Now,Scenario-Based,Business Line of Credit,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,Address the scenario of a supplier tightening their own payment terms.,,ALP-188_supplier-wants-payment-upfront,General information only. Credit subject to lender assessment and approval criteria.
ALP-189,buying-out-your-business-partner,You're Thinking About Buying Out Your Business Partner,Scenario-Based,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,"Address the scenario of financing a partner buyout, at a high level.",,ALP-189_buying-out-your-business-partner,General information only. Credit subject to lender assessment and approval criteria.
ALP-190,a-franchise-opportunity-has-come-up,A Franchise Opportunity Has Come Up,Scenario-Based,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Address the scenario of evaluating and funding a new franchise opportunity.,,ALP-190_a-franchise-opportunity-has-come-up,General information only. Credit subject to lender assessment and approval criteria.
ALP-191,need-to-relocate-quickly,You Need to Relocate Your Business Quickly,Scenario-Based,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,"Address the scenario of an unplanned, time-pressured relocation.",,ALP-191_need-to-relocate-quickly,General information only. Credit subject to lender assessment and approval criteria.
ALP-192,insurance-renewal-higher-than-expected,Your Insurance Renewal Came in Higher Than Expected,Scenario-Based,Business Line of Credit,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,Address the scenario of an unexpectedly large annual insurance renewal.,,ALP-192_insurance-renewal-higher-than-expected,General information only. Credit subject to lender assessment and approval criteria.
ALP-193,approached-to-export-for-the-first-time,You've Been Approached to Export for the First Time,Scenario-Based,Trade Finance,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Address the scenario of a first international sales opportunity.,,ALP-193_approached-to-export-for-the-first-time,General information only. Credit subject to lender assessment and approval criteria.
ALP-194,best-quarter-ever-now-what,Your Business Just Had Its Best Quarter Ever — Now What?,Scenario-Based,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Address the scenario of using a strong quarter as a springboard rather than letting momentum stall.,,ALP-194_best-quarter-ever-now-what,General information only. Credit subject to lender assessment and approval criteria.
ALP-195,fire-flood-or-disruption-hit-business,"A Fire, Flood or Other Disruption Has Hit Your Business",Scenario-Based,Working Capital Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,problem-aware,"Address the scenario of recovering from a significant business disruption, sensitively and practically.",,ALP-195_fire-flood-or-disruption-hit-business,General information only. Credit subject to lender assessment and approval criteria.
ALP-196,considering-taking-on-a-business-partner,You're Considering Taking on a Business Partner,Scenario-Based,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,"Address the scenario of bringing on a new partner, with a finance-relevant angle.",,ALP-196_considering-taking-on-a-business-partner,General information only. Credit subject to lender assessment and approval criteria.
ALP-197,biggest-client-wants-exclusivity-at-a-cost,Your Biggest Client Wants Exclusivity — At a Cost,Scenario-Based,Working Capital Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,Address the scenario of a major client requesting exclusivity that requires investment or capacity commitment.,,ALP-197_biggest-client-wants-exclusivity-at-a-cost,General information only. Credit subject to lender assessment and approval criteria.
ALP-198,ready-to-retire-need-succession-plan,You're Ready to Retire and Need a Succession Plan,Scenario-Based,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,"Address the scenario of business succession planning, at a high level with a finance angle.",,ALP-198_ready-to-retire-need-succession-plan,General information only. Credit subject to lender assessment and approval criteria.
ALP-199,business-offered-a-buyout,Your Business Has Been Offered a Buyout,Scenario-Based,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,"Address the scenario of receiving an acquisition offer, framed around evaluating and financing the response.",,ALP-199_business-offered-a-buyout,General information only. Credit subject to lender assessment and approval criteria.
ALP-200,reflecting-on-200-posts-of-finance-education,200 Posts of Finance Education — What We've Learned,Scenario-Based,Business Loans,Australian small business owners; First-time business borrowers; SME owners researching finance options,solution-aware,"Close the full library with a reflective capstone post summarising the core, recurring themes.",,ALP-200_reflecting-on-200-posts-of-finance-education,General information only. Credit subject to lender assessment and approval criteria.
